age,income,city,bought
21,148011,Hyderabad,0
60,142174,Mumbai,1
56,108634,Delhi,1
63,40725,Delhi,0
56,42027,Chennai,0
60,125120,Hyderabad,1
29,142440,Delhi,1
62,49151,Bangalore,0
36,86204,Delhi,1
58,84433,Bangalore,1
45,115730,Bangalore,1
34,46229,Delhi,0
35,126856,Delhi,1
42,75933,Bangalore,1
21,58847,Bangalore,0
29,82747,Delhi,1
49,146711,Mumbai,1
57,76463,Mumbai,1
59,89494,Delhi,1
27,95861,Chennai,1
31,105473,Delhi,1
46,118768,Bangalore,1
24,29569,Delhi,0
22,99887,Bangalore,0
46,27459,Chennai,0
27,110572,Delhi,1
20,112111,Chennai,0
35,44871,Bangalore,0
43,100319,Delhi,1
50,117747,Chennai,1
48,82154,Chennai,1
64,127358,Delhi,1
52,54602,Delhi,0
42,115342,Chennai,1
25,99349,Hyderabad,0
40,68704,Bangalore,1
43,32234,Delhi,0
41,95074,Bangalore,1
23,135255,Chennai,0
36,109907,Mumbai,1
29,97676,Delhi,1
42,111603,Mumbai,1
37,116210,Chennai,1
24,107656,Bangalore,0
49,36123,Chennai,0
65,49833,Mumbai,0
20,50309,Delhi,0
64,102718,Mumbai,1
49,75956,Delhi,1
52,109332,Bangalore,1
49,94984,Chennai,1
19,29855,Bangalore,0
21,69265,Delhi,0
43,40491,Mumbai,0
59,112466,Hyderabad,1
47,148219,Hyderabad,1
27,122131,Hyderabad,1
32,146217,Delhi,1
20,121398,Mumbai,0
49,110699,Delhi,1
48,143905,Hyderabad,1
20,56808,Mumbai,0
18,47577,Delhi,0
37,132575,Delhi,1
47,105114,Mumbai,1
55,33383,Delhi,0
25,90161,Hyderabad,0
57,53910,Delhi,0
30,80864,Bangalore,1
65,113918,Chennai,1
38,40833,Hyderabad,0
52,43000,Bangalore,0
31,125168,Delhi,1
55,47734,Bangalore,0
22,40826,Bangalore,0
27,124293,Chennai,1
28,116264,Bangalore,1
53,46627,Chennai,0
33,146330,Hyderabad,1
20,42481,Delhi,0
58,105273,Chennai,1
28,27048,Chennai,0
23,25832,Delhi,0
29,146390,Delhi,1
63,110426,Hyderabad,1
36,79555,Chennai,1
62,41632,Mumbai,0
27,108863,Bangalore,1
51,84037,Chennai,1
33,147957,Mumbai,1
57,115659,Delhi,1
56,48593,Chennai,0
57,149557,Delhi,1
58,133328,Bangalore,1
40,79891,Delhi,1
53,55885,Mumbai,0
25,94494,Delhi,0
57,72435,Hyderabad,1
50,53740,Chennai,0
58,111419,Mumbai,1
35,31955,Mumbai,0
25,129413,Mumbai,0
61,135596,Chennai,1
49,48111,Mumbai,0
60,145936,Delhi,1
21,109523,Bangalore,0
36,52471,Chennai,0
34,68816,Hyderabad,1
47,30677,Delhi,0
65,31875,Hyderabad,0
29,45715,Delhi,0
49,92489,Delhi,1
22,142319,Mumbai,0
64,83303,Hyderabad,1
55,67725,Chennai,1
30,122922,Bangalore,1
32,127101,Delhi,1
38,54855,Delhi,0
33,121698,Chennai,1
30,74221,Mumbai,1
22,86733,Hyderabad,0
49,32122,Chennai,0
27,53333,Hyderabad,0
47,48338,Chennai,0
41,42878,Chennai,0
64,50448,Bangalore,0
35,51504,Bangalore,0
26,29206,Hyderabad,0
21,61779,Mumbai,0
25,136627,Chennai,0
47,79817,Mumbai,1
39,53816,Bangalore,0
56,45550,Hyderabad,0
28,100775,Hyderabad,1
32,36334,Chennai,0
51,89122,Mumbai,1
55,87061,Chennai,1
35,26901,Chennai,0
65,139373,Mumbai,1
33,67899,Chennai,1
55,54151,Hyderabad,0
27,144767,Hyderabad,1
18,79758,Delhi,0
20,86689,Hyderabad,0
20,80797,Hyderabad,0
43,87818,Delhi,1
46,89918,Mumbai,1
23,98202,Delhi,0
62,120916,Chennai,1
31,42394,Bangalore,0
36,56334,Delhi,0
19,87886,Bangalore,0
28,117183,Chennai,1
54,122948,Hyderabad,1
19,84616,Chennai,0
26,139583,Chennai,1
29,128528,Bangalore,1
58,85856,Delhi,1
58,34266,Chennai,0
62,68634,Hyderabad,1
20,63874,Chennai,0
35,116495,Hyderabad,1
52,100396,Mumbai,1
61,35611,Hyderabad,0
39,121437,Delhi,1
50,148905,Bangalore,1
21,39544,Chennai,0
41,85994,Hyderabad,1
20,72916,Bangalore,0
29,109957,Hyderabad,1
63,33782,Hyderabad,0
63,126394,Mumbai,1
26,68899,Mumbai,1
52,39884,Chennai,0
65,148095,Hyderabad,1
62,52498,Mumbai,0
38,71230,Bangalore,1
50,114158,Chennai,1
35,32138,Delhi,0
41,70249,Chennai,1
49,90726,Hyderabad,1
25,86625,Hyderabad,0
61,133184,Hyderabad,1
36,84241,Hyderabad,1
41,129844,Delhi,1
30,141903,Chennai,1
23,35508,Chennai,0
29,62797,Delhi,1
24,46596,Bangalore,0
25,116367,Mumbai,0
49,44726,Mumbai,0
51,149794,Delhi,1
36,79596,Hyderabad,1
26,87115,Bangalore,1
44,83177,Delhi,1
36,49780,Delhi,0
19,139267,Mumbai,0
51,109498,Bangalore,1
44,100851,Bangalore,1
59,109679,Bangalore,1
49,102772,Hyderabad,1
53,83360,Chennai,1
37,99350,Mumbai,1
37,47509,Bangalore,0
32,88470,Bangalore,1
36,125892,Delhi,1
27,71284,Bangalore,1
47,46805,Hyderabad,0
28,118298,Hyderabad,1
36,48891,Mumbai,0
63,115814,Mumbai,1
28,56182,Delhi,0
20,66500,Hyderabad,0
26,82788,Bangalore,1
41,49182,Mumbai,0
53,117685,Delhi,1
60,66542,Bangalore,1
27,73878,Chennai,1
52,46311,Hyderabad,0
37,40923,Delhi,0
43,147037,Chennai,1
27,149228,Chennai,1
38,45454,Delhi,0
65,96584,Hyderabad,1
39,109835,Bangalore,1
48,142437,Bangalore,1
54,112410,Mumbai,1
54,120491,Chennai,1
39,115327,Delhi,1
64,87781,Delhi,1
26,113867,Hyderabad,1
25,65380,Delhi,0
43,105939,Mumbai,1
46,71844,Delhi,1
38,32213,Hyderabad,0
59,50578,Hyderabad,0
51,54116,Bangalore,0
30,27955,Delhi,0
52,136339,Chennai,1
61,113022,Delhi,1
50,76697,Mumbai,1
49,66649,Hyderabad,1
56,92050,Delhi,1
60,72325,Chennai,1
27,118842,Chennai,1
41,75608,Bangalore,1
18,62309,Bangalore,0
40,65381,Chennai,1
53,36481,Mumbai,0
64,141366,Chennai,1
65,79474,Chennai,1
36,46468,Chennai,0
64,142496,Chennai,1
26,134512,Hyderabad,1
56,36282,Mumbai,0
31,64745,Chennai,1
51,68963,Delhi,1
55,124105,Chennai,1
23,25867,Chennai,0
58,144853,Bangalore,1
44,47923,Hyderabad,0
47,118093,Hyderabad,1
26,51117,Mumbai,0
42,62940,Hyderabad,1
49,30535,Bangalore,0
55,64834,Chennai,1
53,121974,Chennai,1
32,28517,Delhi,0
27,59429,Bangalore,0
58,134345,Chennai,1
25,110696,Bangalore,0
44,48510,Chennai,0
62,109513,Mumbai,1
19,40644,Bangalore,0
49,33745,Hyderabad,0
65,72416,Hyderabad,1
48,99130,Chennai,1
34,107312,Chennai,1
62,132253,Delhi,1
41,92177,Hyderabad,1
19,135792,Bangalore,0
28,101238,Delhi,1
27,66901,Chennai,1
62,42759,Bangalore,0
28,31932,Bangalore,0
41,79986,Bangalore,1
21,62992,Bangalore,0
51,108747,Delhi,1
50,50403,Mumbai,0
24,103480,Mumbai,0
52,67284,Bangalore,1
61,129841,Bangalore,1
35,114842,Bangalore,1
24,95047,Hyderabad,0
40,132913,Mumbai,1
18,42950,Hyderabad,0
36,73891,Chennai,1
44,69605,Mumbai,1
24,53557,Mumbai,0
50,53981,Mumbai,0
53,105403,Hyderabad,1
52,118394,Hyderabad,1
62,124130,Delhi,1
44,85357,Delhi,1
25,132327,Mumbai,0
19,87851,Bangalore,0
37,115577,Bangalore,1
26,132090,Chennai,1
56,93566,Bangalore,1
29,118047,Bangalore,1
19,122577,Delhi,0
32,41870,Mumbai,0
62,54697,Bangalore,0
26,52504,Mumbai,0
23,80680,Delhi,0
22,27464,Chennai,0
45,30572,Mumbai,0
24,29298,Hyderabad,0
55,32768,Chennai,0
25,144082,Bangalore,0
20,33683,Bangalore,0
60,26346,Delhi,0
25,145599,Hyderabad,0
31,102018,Mumbai,1
29,112896,Bangalore,1
19,36898,Mumbai,0
65,148449,Bangalore,1
55,70591,Bangalore,1
28,137084,Hyderabad,1
64,105341,Mumbai,1
50,99741,Delhi,1
24,132424,Hyderabad,0
18,94315,Mumbai,0
63,50106,Bangalore,0
28,143182,Hyderabad,1
18,120072,Delhi,0
31,145648,Hyderabad,1
63,87221,Bangalore,1
62,102251,Mumbai,1
46,113280,Delhi,1
29,134411,Bangalore,1
42,80586,Mumbai,1
50,54825,Chennai,0
25,124799,Bangalore,0
25,86066,Delhi,0
51,42814,Chennai,0
41,117370,Bangalore,1
53,119651,Delhi,1
23,68006,Chennai,0
25,75434,Bangalore,0
47,103694,Bangalore,1
61,135243,Chennai,1
32,97602,Chennai,1
36,137114,Chennai,1
30,137299,Delhi,1
48,148087,Bangalore,1
29,26675,Chennai,0
61,38785,Chennai,0
46,93506,Delhi,1
25,43791,Chennai,0
43,116099,Hyderabad,1
24,122180,Mumbai,0
22,72672,Mumbai,0
39,51248,Hyderabad,0
43,41090,Mumbai,0
45,120053,Chennai,1
35,125246,Hyderabad,1
55,60779,Chennai,1
40,87367,Hyderabad,1
43,88508,Hyderabad,1
35,44316,Chennai,0
24,41015,Bangalore,0
49,90178,Mumbai,1
58,148522,Mumbai,1
19,38055,Delhi,0
22,90291,Delhi,0
29,75152,Hyderabad,1
61,67854,Mumbai,1
37,106522,Hyderabad,1
24,124637,Delhi,0
60,123514,Hyderabad,1
49,128904,Chennai,1
30,63477,Chennai,1
49,91164,Bangalore,1
52,70038,Hyderabad,1
52,27316,Delhi,0
45,140359,Delhi,1
42,83997,Bangalore,1
42,83006,Chennai,1
20,29306,Mumbai,0
53,111430,Bangalore,1
63,46514,Chennai,0
45,42627,Bangalore,0
63,75997,Chennai,1
25,99560,Chennai,0
60,97585,Hyderabad,1
54,86580,Chennai,1
53,136981,Mumbai,1
50,32305,Chennai,0
34,89840,Hyderabad,1
42,105863,Bangalore,1
36,67006,Delhi,1
19,102393,Delhi,0
26,134698,Bangalore,1
40,131109,Hyderabad,1
19,125295,Bangalore,0
42,37759,Chennai,0
40,71840,Chennai,1
40,32398,Mumbai,0
33,55752,Bangalore,0
55,36133,Delhi,0
37,40003,Bangalore,0
28,27583,Hyderabad,0
38,29899,Chennai,0
60,138163,Chennai,1
54,92470,Chennai,1
35,27674,Chennai,0
55,27914,Bangalore,0
42,99757,Chennai,1
38,100043,Delhi,1
49,38114,Mumbai,0
39,90107,Hyderabad,1
60,69504,Mumbai,1
57,64258,Bangalore,1
45,51444,Chennai,0
58,136061,Delhi,1
52,53059,Bangalore,0
34,31230,Bangalore,0
54,77694,Mumbai,1
57,122371,Delhi,1
63,135649,Hyderabad,1
24,102576,Bangalore,0
35,33817,Hyderabad,0
51,87294,Chennai,1
31,70523,Delhi,1
59,132969,Bangalore,1
50,130398,Bangalore,1
45,111960,Hyderabad,1
38,51224,Chennai,0
43,57933,Hyderabad,0
50,84405,Hyderabad,1
29,140460,Delhi,1
58,117187,Hyderabad,1
29,100608,Chennai,1
31,111613,Chennai,1
35,147835,Hyderabad,1
57,136774,Chennai,1
54,120238,Delhi,1
51,51299,Bangalore,0
47,44365,Mumbai,0
27,122836,Bangalore,1
45,78773,Bangalore,1
22,108090,Mumbai,0
44,59987,Bangalore,0
59,46048,Bangalore,0
61,103804,Mumbai,1
43,56258,Delhi,0
27,50154,Delhi,0
33,129470,Bangalore,1
47,88620,Hyderabad,1
45,80314,Delhi,1
30,45887,Bangalore,0
26,28819,Bangalore,0
35,111333,Hyderabad,1
29,109448,Delhi,1
64,88680,Delhi,1
21,137667,Delhi,0
38,103852,Bangalore,1
22,143040,Chennai,0
41,113037,Delhi,1
43,148622,Mumbai,1
33,39671,Hyderabad,0
65,90568,Delhi,1
51,112060,Hyderabad,1
51,58004,Chennai,0
23,56205,Hyderabad,0
25,126343,Bangalore,0
39,134095,Hyderabad,1
65,76111,Mumbai,1
45,53574,Mumbai,0
24,47957,Mumbai,0
35,82602,Chennai,1
34,138102,Hyderabad,1
21,89272,Hyderabad,0
41,116700,Delhi,1
38,96531,Chennai,1
48,114487,Mumbai,1
35,140269,Mumbai,1
41,87288,Bangalore,1
37,27762,Hyderabad,0
20,135293,Delhi,0
62,145252,Mumbai,1
34,97447,Chennai,1
37,108748,Bangalore,1
61,40997,Hyderabad,0
33,137413,Chennai,1
42,26031,Chennai,0
34,64438,Delhi,1
33,63983,Mumbai,1
28,145047,Chennai,1
58,66573,Chennai,1
20,60918,Delhi,0
49,86746,Chennai,1
39,119029,Chennai,1
24,133055,Mumbai,0
62,59205,Hyderabad,0
22,71118,Chennai,0
56,120581,Hyderabad,1
65,67830,Chennai,1
62,28584,Delhi,0
59,109094,Mumbai,1
58,83117,Mumbai,1
18,77515,Mumbai,0
58,65048,Bangalore,1
54,35778,Delhi,0
28,57716,Hyderabad,0
63,125611,Mumbai,1
56,114883,Chennai,1
38,84177,Chennai,1
65,42499,Bangalore,0
29,115107,Hyderabad,1
38,129795,Bangalore,1
30,36062,Chennai,0
41,48840,Chennai,0
42,148831,Hyderabad,1
32,27717,Delhi,0
53,109817,Hyderabad,1
58,54977,Delhi,0
47,50987,Bangalore,0
62,136651,Mumbai,1
21,77564,Hyderabad,0
45,103694,Bangalore,1
27,36673,Bangalore,0
28,149157,Hyderabad,1
25,26850,Hyderabad,0
45,126365,Chennai,1
61,89769,Delhi,1
32,118528,Mumbai,1
30,149000,Bangalore,1
36,122837,Chennai,1
42,42065,Chennai,0
31,103654,Mumbai,1
36,120251,Mumbai,1
44,48641,Chennai,0
27,28771,Bangalore,0
34,55865,Hyderabad,0
46,143925,Mumbai,1
41,101402,Chennai,1
23,26352,Chennai,0
26,139221,Bangalore,1
62,77108,Mumbai,1
63,75265,Chennai,1
65,103275,Bangalore,1
22,37488,Hyderabad,0
21,31830,Bangalore,0
33,86726,Bangalore,1
56,148118,Hyderabad,1
63,123073,Delhi,1
18,58247,Hyderabad,0
57,74930,Bangalore,1
43,112983,Bangalore,1
26,141945,Hyderabad,1
20,101085,Mumbai,0
34,47264,Hyderabad,0
49,146939,Bangalore,1
47,42290,Delhi,0
38,118094,Hyderabad,1
45,43585,Bangalore,0
25,66060,Delhi,0
26,90432,Bangalore,1
65,72263,Chennai,1
36,143330,Bangalore,1
57,133735,Bangalore,1
51,66026,Chennai,1
28,66358,Chennai,1
27,97833,Chennai,1
21,49762,Mumbai,0
21,55128,Mumbai,0
20,86636,Bangalore,0
28,117531,Chennai,1
45,40207,Chennai,0
20,82870,Bangalore,0
63,98512,Chennai,1
47,89616,Delhi,1
64,138623,Mumbai,1
25,70823,Delhi,0
31,138793,Bangalore,1
29,134439,Mumbai,1
65,91681,Bangalore,1
54,141771,Hyderabad,1
31,101486,Delhi,1
51,125512,Hyderabad,1
29,79580,Delhi,1
33,125696,Chennai,1
61,37360,Bangalore,0
19,62261,Delhi,0
43,73963,Hyderabad,1
24,134704,Bangalore,0
27,28784,Delhi,0
47,133881,Chennai,1
47,107359,Bangalore,1
56,111246,Delhi,1
39,30747,Hyderabad,0
46,67587,Hyderabad,1
26,52704,Delhi,0
59,62087,Bangalore,1
21,122491,Delhi,0
53,149767,Hyderabad,1
42,37130,Chennai,0
34,48332,Mumbai,0
43,36690,Delhi,0
31,46356,Chennai,0
43,62347,Mumbai,1
25,64131,Chennai,0
45,121454,Bangalore,1
61,104103,Mumbai,1
40,112231,Delhi,1
41,92194,Mumbai,1
49,83385,Chennai,1
48,60190,Hyderabad,1
56,80452,Delhi,1
45,131298,Bangalore,1
57,49426,Chennai,0
58,80838,Delhi,1
20,92284,Bangalore,0
47,113662,Mumbai,1
59,114946,Mumbai,1
49,94111,Hyderabad,1
23,63103,Chennai,0
45,35378,Chennai,0
37,44478,Mumbai,0
61,143345,Bangalore,1
33,93562,Chennai,1
36,99519,Delhi,1
53,35031,Delhi,0
50,39107,Hyderabad,0
45,79135,Delhi,1
47,111619,Hyderabad,1
34,71590,Bangalore,1
55,35717,Hyderabad,0
19,39933,Chennai,0
29,128045,Mumbai,1
43,30932,Delhi,0
44,139918,Bangalore,1
38,101966,Chennai,1
60,83975,Hyderabad,1
34,69739,Mumbai,1
31,49259,Delhi,0
65,104174,Bangalore,1
61,38936,Chennai,0
52,27348,Delhi,0
43,40293,Delhi,0
28,110957,Chennai,1
47,115676,Chennai,1
60,122549,Hyderabad,1
64,88795,Bangalore,1
57,131578,Hyderabad,1
41,115526,Chennai,1
37,36486,Mumbai,0
26,26818,Mumbai,0
25,131950,Delhi,0
62,49670,Delhi,0
31,88060,Mumbai,1
59,56690,Chennai,0
58,137484,Hyderabad,1
30,36284,Bangalore,0
47,44420,Chennai,0
45,27859,Delhi,0
28,143281,Mumbai,1
65,117090,Chennai,1
49,86799,Delhi,1
46,101706,Mumbai,1
30,63644,Hyderabad,1
43,31674,Bangalore,0
18,38456,Chennai,0
44,136229,Chennai,1
65,100846,Hyderabad,1
64,97653,Bangalore,1
20,88897,Chennai,0
49,92286,Hyderabad,1
64,105149,Chennai,1
32,118623,Delhi,1
51,27492,Chennai,0
54,66399,Hyderabad,1
22,60107,Chennai,0
48,40327,Chennai,0
57,148071,Bangalore,1
46,116424,Chennai,1
19,46146,Bangalore,0
64,50192,Chennai,0
40,82424,Mumbai,1
50,53796,Hyderabad,0
61,69453,Hyderabad,1
63,111108,Chennai,1
26,140759,Bangalore,1
64,118242,Chennai,1
44,134193,Bangalore,1
48,129825,Mumbai,1
57,52159,Bangalore,0
62,123206,Delhi,1
60,88293,Mumbai,1
29,51146,Mumbai,0
56,89511,Delhi,1
44,148608,Chennai,1
37,55765,Mumbai,0
53,31166,Delhi,0
40,140462,Bangalore,1
40,113726,Mumbai,1
29,133520,Hyderabad,1
20,130750,Delhi,0
39,81442,Delhi,1
57,54712,Delhi,0
53,54372,Chennai,0
34,69606,Bangalore,1
20,125937,Hyderabad,0
35,142482,Mumbai,1
62,139517,Hyderabad,1
56,112750,Delhi,1
63,31608,Chennai,0
47,135309,Delhi,1
24,127452,Hyderabad,0
57,127518,Delhi,1
53,30501,Hyderabad,0
24,46895,Delhi,0
31,144404,Bangalore,1
28,120466,Bangalore,1
63,82870,Hyderabad,1
49,121017,Delhi,1
27,109815,Bangalore,1
39,132369,Mumbai,1
25,136227,Mumbai,0
46,79493,Delhi,1
33,134420,Chennai,1
39,62585,Hyderabad,1
28,36171,Bangalore,0
41,118742,Chennai,1
41,107502,Mumbai,1
27,123724,Hyderabad,1
44,128181,Mumbai,1
26,130089,Chennai,1
44,145326,Chennai,1
47,149759,Hyderabad,1
61,72418,Delhi,1
46,44082,Delhi,0
63,130676,Hyderabad,1
22,36112,Bangalore,0
38,77645,Mumbai,1
45,33056,Chennai,0
20,111530,Mumbai,0
54,32577,Hyderabad,0
36,79959,Chennai,1
61,116853,Hyderabad,1
37,119575,Bangalore,1
40,26035,Bangalore,0
51,105006,Mumbai,1
62,77944,Chennai,1
59,51887,Hyderabad,0
57,128329,Hyderabad,1
59,82952,Bangalore,1
59,78019,Mumbai,1
37,36046,Delhi,0
52,68842,Chennai,1
64,119225,Mumbai,1
51,95882,Bangalore,1
31,37166,Hyderabad,0
53,65927,Hyderabad,1
39,124227,Mumbai,1
19,28655,Hyderabad,0
55,58907,Mumbai,0
37,120225,Chennai,1
50,39475,Delhi,0
41,59046,Hyderabad,0
40,41228,Delhi,0
59,148383,Delhi,1
46,64054,Hyderabad,1
65,25683,Chennai,0
39,55945,Hyderabad,0
54,118670,Hyderabad,1
56,55649,Bangalore,0
37,62294,Hyderabad,1
61,43346,Chennai,0
51,121667,Mumbai,1
24,67971,Hyderabad,0
55,50238,Bangalore,0
47,37843,Mumbai,0
63,80796,Chennai,1
23,37091,Delhi,0
45,141458,Mumbai,1
48,53152,Chennai,0
22,73404,Hyderabad,0
43,102101,Hyderabad,1
51,127082,Chennai,1
34,101585,Chennai,1
58,80498,Chennai,1
62,147032,Chennai,1
64,79646,Mumbai,1
27,91294,Mumbai,1
49,118211,Chennai,1
26,117343,Hyderabad,1
51,40474,Mumbai,0
47,87043,Delhi,1
65,45557,Hyderabad,0
41,145808,Delhi,1
56,136714,Chennai,1
25,40842,Bangalore,0
54,62957,Delhi,1
51,45093,Delhi,0
41,64967,Bangalore,1
37,63532,Chennai,1
19,128704,Mumbai,0
27,127733,Hyderabad,1
44,31376,Bangalore,0
36,53256,Mumbai,0
65,89067,Delhi,1
25,96766,Bangalore,0
22,139088,Delhi,0
44,88068,Hyderabad,1
37,99155,Chennai,1
39,127413,Chennai,1
48,134374,Hyderabad,1
26,124870,Mumbai,1
50,108422,Chennai,1
46,112453,Chennai,1
27,138553,Bangalore,1
23,129832,Hyderabad,0
60,106735,Chennai,1
42,55516,Chennai,0
39,95909,Delhi,1
60,141659,Chennai,1
65,61356,Delhi,1
28,117695,Delhi,1
54,107589,Bangalore,1
53,109562,Delhi,1
59,98315,Delhi,1
30,106094,Hyderabad,1
54,124302,Delhi,1
54,93387,Mumbai,1
48,90881,Delhi,1
25,111278,Hyderabad,0
29,27486,Bangalore,0
31,57150,Hyderabad,0
46,36094,Hyderabad,0
56,66999,Chennai,1
55,30896,Chennai,0
19,69558,Chennai,0
29,79386,Delhi,1
51,66599,Chennai,1
34,36930,Delhi,0
24,96012,Mumbai,0
36,43878,Mumbai,0
34,125703,Delhi,1
27,65212,Chennai,1
61,47176,Delhi,0
57,67636,Mumbai,1
19,118493,Delhi,0
37,76110,Delhi,1
38,43672,Chennai,0
38,58807,Chennai,0
25,31799,Mumbai,0
33,123583,Hyderabad,1
55,55997,Chennai,0
50,123617,Hyderabad,1
42,149434,Delhi,1
35,32947,Bangalore,0
47,97498,Chennai,1
22,88461,Delhi,0
44,108039,Mumbai,1
19,60279,Hyderabad,0
55,113486,Delhi,1
33,125005,Hyderabad,1
59,127919,Mumbai,1
37,99481,Chennai,1
46,35998,Hyderabad,0
31,127613,Mumbai,1
41,95836,Mumbai,1
33,95455,Chennai,1
53,84210,Delhi,1
18,131514,Chennai,0
57,62912,Mumbai,1
18,32887,Chennai,0
35,103363,Bangalore,1
61,74827,Bangalore,1
58,52886,Hyderabad,0
50,61872,Delhi,1
28,121886,Hyderabad,1
54,34166,Bangalore,0
23,76813,Delhi,0
26,120036,Hyderabad,1
35,140117,Chennai,1
31,105012,Hyderabad,1
38,140858,Bangalore,1
58,59257,Chennai,0
35,57234,Bangalore,0
39,52606,Chennai,0
56,68051,Delhi,1
62,42527,Delhi,0
56,87459,Delhi,1
18,113172,Mumbai,0
44,97848,Chennai,1
43,95533,Delhi,1
59,110362,Delhi,1
52,29056,Chennai,0
61,41176,Bangalore,0
42,133457,Hyderabad,1
40,75692,Mumbai,1
62,26105,Delhi,0
47,73559,Mumbai,1
46,26227,Mumbai,0
65,27592,Bangalore,0
61,145769,Bangalore,1
30,36792,Hyderabad,0
58,64738,Mumbai,1
32,89724,Bangalore,1
20,61799,Chennai,0
63,117663,Hyderabad,1
31,25935,Mumbai,0
58,76915,Delhi,1
35,99593,Hyderabad,1
49,47344,Hyderabad,0
30,111486,Hyderabad,1
61,114441,Hyderabad,1
54,48006,Delhi,0
55,41809,Delhi,0
26,59029,Hyderabad,0
32,140474,Hyderabad,1
64,127531,Bangalore,1
30,136105,Delhi,1
62,113832,Hyderabad,1
57,58150,Hyderabad,0
47,25256,Chennai,0
59,113224,Delhi,1
38,81694,Chennai,1
35,40953,Hyderabad,0
47,89955,Bangalore,1
51,124486,Delhi,1
64,54431,Delhi,0
35,145375,Chennai,1
52,83833,Bangalore,1
18,76361,Mumbai,0
39,35722,Hyderabad,0
19,121658,Mumbai,0
62,80550,Delhi,1
33,50805,Mumbai,0
39,65737,Delhi,1
58,106958,Delhi,1
19,87910,Chennai,0
19,102664,Bangalore,0
34,57394,Delhi,0
48,56242,Bangalore,0
21,132693,Bangalore,0
51,129085,Mumbai,1
22,126679,Hyderabad,0
57,82478,Delhi,1
58,83517,Hyderabad,1
25,36211,Delhi,0
20,74465,Bangalore,0
62,33523,Mumbai,0
21,145470,Chennai,0
21,64514,Hyderabad,0
58,81602,Delhi,1
24,113809,Delhi,0
53,31842,Bangalore,0
42,77649,Delhi,1
57,123561,Chennai,1
32,138322,Hyderabad,1
60,106789,Delhi,1
47,75321,Chennai,1
45,140335,Hyderabad,1
57,38274,Bangalore,0
59,147891,Delhi,1
47,92792,Bangalore,1
55,50228,Delhi,0
24,26610,Hyderabad,0
63,33853,Hyderabad,0
30,143537,Hyderabad,1
26,108540,Hyderabad,1
34,71581,Chennai,1
48,119977,Hyderabad,1
46,49369,Mumbai,0
26,129467,Delhi,1
21,41735,Bangalore,0
55,82127,Hyderabad,1
59,123877,Bangalore,1
37,101502,Hyderabad,1
27,44321,Chennai,0
37,104079,Bangalore,1
36,73343,Delhi,1
51,101865,Mumbai,1
21,56114,Hyderabad,0
53,137551,Delhi,1
45,70064,Mumbai,1
30,108958,Mumbai,1
22,69767,Mumbai,0
60,87354,Chennai,1
56,115756,Bangalore,1
55,99199,Bangalore,1
57,64273,Chennai,1
39,46270,Delhi,0
47,139832,Delhi,1
49,53757,Delhi,0
58,54232,Mumbai,0
47,106778,Mumbai,1
33,88012,Bangalore,1
65,74271,Mumbai,1
43,49149,Delhi,0
41,26296,Delhi,0
40,28934,Hyderabad,0
25,43664,Bangalore,0
46,50480,Hyderabad,0
41,30754,Delhi,0
30,50929,Bangalore,0
29,53697,Bangalore,0
64,47843,Bangalore,0
53,57239,Mumbai,0
30,27817,Mumbai,0
34,144360,Delhi,1
19,133979,Mumbai,0
42,110835,Delhi,1
39,147698,Mumbai,1
37,84795,Mumbai,1
41,131101,Bangalore,1
60,47460,Hyderabad,0
57,140561,Chennai,1
63,33569,Delhi,0
27,140700,Mumbai,1
30,50124,Hyderabad,0
42,116010,Bangalore,1
38,103584,Chennai,1
58,57053,Delhi,0
57,101981,Mumbai,1
52,63559,Mumbai,1
38,57397,Delhi,0
58,129282,Bangalore,1
26,136608,Hyderabad,1
55,141108,Chennai,1
31,120328,Delhi,1
48,128677,Hyderabad,1
22,46945,Hyderabad,0
42,123475,Hyderabad,1
41,90350,Hyderabad,1
47,48461,Bangalore,0
63,74005,Hyderabad,1
62,88346,Chennai,1
48,60171,Hyderabad,1
43,108637,Hyderabad,1
59,29797,Mumbai,0
32,142294,Mumbai,1
46,138137,Mumbai,1
43,53651,Bangalore,0
45,141484,Chennai,1
54,45605,Bangalore,0
34,97161,Delhi,1
26,123516,Delhi,1
36,83262,Hyderabad,1
40,55169,Hyderabad,0
20,85981,Hyderabad,0
57,69089,Chennai,1
46,86282,Chennai,1
44,73170,Chennai,1
38,60785,Chennai,1
19,48536,Chennai,0
32,59815,Delhi,0
40,143158,Delhi,1
36,135441,Hyderabad,1
50,96650,Delhi,1
35,146452,Mumbai,1
24,40543,Delhi,0
41,30017,Hyderabad,0
30,68746,Mumbai,1
61,68154,Bangalore,1
37,122676,Bangalore,1
30,117489,Hyderabad,1
26,137066,Hyderabad,1
34,26118,Bangalore,0
36,132781,Bangalore,1
43,148969,Chennai,1
55,124327,Delhi,1
48,110733,Hyderabad,1
27,138438,Chennai,1
32,54743,Mumbai,0
48,55634,Hyderabad,0
55,128019,Hyderabad,1
47,119700,Chennai,1
39,128797,Delhi,1
38,135860,Mumbai,1
45,125942,Chennai,1
31,82498,Chennai,1
53,28945,Bangalore,0
26,100695,Mumbai,1
37,148647,Delhi,1
49,131220,Bangalore,1
39,54555,Chennai,0
45,114884,Chennai,1
62,95464,Bangalore,1
38,101933,Delhi,1
